0, 1, 2, 3, 4, 5, 6, 7, 8, 9, label
0.9279241174299425, 0.3368369905889541, 0.902839686412857, 0.6365728990564083, 0.5821322322845955, 0.5005993428895754, 0.4386121840684277, 0.49787239933964034, 0.8651900305471626, 0.3055978750100825, 0
0.8923142066476416, 0.7485990433028918, 0.790077960892768, 0.012968425028849428, 0.17368790911257004, 0.1250644573877151, 0.8626021103504222, 0.20640263221140676, 0.8641088724032251, 0.01795279208202838, 0
0.6158588460486802, 0.09966574887946311, 0.9221643958530001, 0.4074366364115506, 0.637699353170086, 0.435213561543492, 0.05487351662383333, 0.4285457028777233, 0.4184194514080489, 0.7096123055273944, 0
0.5668587768124344, 0.44190694531230457, 0.01871549569314923, 0.533496964864244, 0.5334287207669196, 0.4880261748124316, 0.39689958012309134, 0.41856133022416775, 0.12056222251461202, 0.6243826453243685, 0
0.8059190940359714, 0.7512827989307768, 0.3246267821798391, 0.21031805770291567, 0.833588994744791, 0.9403725726767088, 0.012162469762628025, 0.9491444883788573, 0.6473220403753631, 0.537886729347857, 0
0.2717540081441001, 0.685180873334678, 0.3461351803046414, 0.7076945025239858, 0.7411645625401523, 0.18921301366829457, 0.50068630932201, 0.12930873304767576, 0.7262219421299841, 0.9093359807772748, 1
0.7949170863365391, 0.918585233730016, 0.39439380912870914, 0.6079079957784542, 0.6115013866678487, 0.8426200434210926, 0.96474815581195, 0.7992781497606107, 0.4187485229160285, 0.03960074732488161, 0
0.9228607818455664, 0.8227708362881867, 0.031086501889906804, 0.19456966057434988, 0.7219214352033057, 0.5674128304243556, 0.21612446412460595, 0.7671508602936465, 0.9293084940205221, 0.3839353187294592, 0
0.8051902406389703, 0.6124259114026813, 0.3696453585065327, 0.7044484113727931, 0.2892506407326735, 0.3277407106835082, 0.5914000896982817, 0.6125921569077677, 0.15727036968672736, 0.7168469950364998, 1
0.3460339687578734, 0.03874800727277394, 0.9012711832370865, 0.5120098306402915, 0.5887521451254564, 0.6201937624387407, 0.9261320059374795, 0.7591445037638732, 0.731391585666476, 0.3442736376352953, 0
0.404127086190081, 0.8187281386732749, 0.5302836334267449, 0.7530104005271682, 0.3690126388842939, 0.3699157393343019, 0.07527871502765116, 0.820904836630523, 0.5688504446132339, 0.3072797718508281, 0
0.07387969465154043, 0.3019004763169203, 0.46032671238462874, 0.0662251801523357, 0.8865877641063704, 0.9402394066155156, 0.2057073630879993, 0.6028612194275228, 0.8469489524355455, 0.24259411563709588, 1
0.9517446139852344, 0.5537110241515132, 0.6996587310100807, 0.8862235476273908, 0.801384152436449, 0.5121693824671757, 0.48192801380431816, 0.3555979812005229, 0.5688964270773794, 0.1832734627532553, 0
0.1990123248423884, 0.2261302948538636, 0.5052792011325592, 0.2677497396285303, 0.9603191709388788, 0.73938515591428, 0.08926735891121185, 0.8555988123045735, 0.2229194815617208, 0.4198898790793124, 0
0.7547493235647541, 0.18935709764172914, 0.6777473750679308, 0.4131481726222488, 0.9775706207764701, 0.3148382943087865, 0.0817410127835716, 0.7711093058221159, 0.48485966247477197, 0.4678971621681687, 0
0.1290215582582641, 0.26813853116742714, 0.8715239226734434, 0.5556340445395217, 0.8448775591635209, 0.3070912251003062, 0.47081698278694195, 0.39576700337324566, 0.5186455548025783, 0.39961930753663066, 0
0.66829081494796, 0.7242119388682104, 0.6012928598750401, 0.2462733304388044, 0.8461832445523269, 0.7423592384878633, 0.8120959265434347, 0.06316701487567289, 0.01467276682946217, 0.1859532065195878, 0
0.5841712791728565, 0.6746899454354266, 0.7703424406110916, 0.4757787659530437, 0.44219972778749084, 0.6793494580185306, 0.5398360979295016, 0.2847740706775336, 0.531561945999717, 0.024996695295172344, 0
0.8444655355215338, 0.2693067085838553, 0.7399947087710884, 0.2355746025967339, 0.5317196944159109, 0.6752295207214672, 0.39026471766903703, 0.5249266134698733, 0.19040473542196956, 0.7796956029492192, 0
0.0686717056098658, 0.6052756854749333, 0.7428380244425722, 0.9866304230603767, 0.11056242263619431, 0.98293424325701, 0.11093112144960426, 0.08650129255478078, 0.6833651130951809, 0.22669783471633953, 1
0.42278374848708866, 0.2826676721986725, 0.29722058725443967, 0.4100589919209193, 0.8167790974990199, 0.4592297294353411, 0.4764521969986123, 0.15125925826774878, 0.48263067066968734, 0.6159283668287153, 1
0.034027717579605876, 0.5390891815946698, 0.12117061929140438, 0.42500961516709646, 0.9703869294733489, 0.1391728732994063, 0.35970616004026923, 0.7411515886244219, 0.17135900902633971, 0.735846236464308, 0
0.4583641339408355, 0.2711398455842351, 0.723576744358963, 0.35452050321047845, 0.8564557262441257, 0.6707668546165773, 0.19035051883154097, 0.7983166874101263, 0.2774897921751873, 0.6404236644361915, 1
0.8243820111864709, 0.5680845378638876, 0.7524997624093365, 0.043270599658536746, 0.10444281732250427, 0.8464551254890302, 0.31862357288128373, 0.2841841247830794, 0.06714899853204914, 0.355389104949535, 1
0.6916930711674536, 0.9301881780482443, 0.282947321266785, 0.0016780180070411488, 0.7642325128530074, 0.45554172716639973, 0.5114618800559412, 0.6742610862738578, 0.508641185201419, 0.22127703817285238, 0
0.35121956502720075, 0.9782495958102294, 0.3022667466254131, 0.39847597144917857, 0.8293847035077555, 0.9440074008028254, 0.91600769367869, 0.8871441980431384, 0.4715930625281247, 0.35313792519539733, 1
0.03505354036879915, 0.7578698306566048, 0.20673669509680237, 0.6408952291009237, 0.020528012898389236, 0.29823251490043734, 0.9302249167623283, 0.7961164678767925, 0.05084388968965248, 0.8010194310196435, 0
0.06955674650614374, 0.47435136390995036, 0.3370420864019251, 0.5732739007246461, 0.7311067173322516, 0.32672840271774717, 0.03461478331170276, 0.3806925837076862, 0.6403099678292945, 0.9878626116552311, 0
0.34157149440422874, 0.2891555246981472, 0.7171446465862008, 0.634550692015634, 0.7737896176027679, 0.7468395188469009, 0.018114616160945007, 0.49089797335310015, 0.675134577041652, 0.30526188123581555, 1
0.6668874906045389, 0.05905764183071471, 0.1686598268087508, 0.857458818202183, 0.3309615540195039, 0.930985837788216, 0.47542920958883217, 0.07578622083115116, 0.6081976105740344, 0.7165421886625388, 0
0.8017020773790617, 0.4533879451128876, 0.4848916224554618, 0.116460724884348, 0.7301361666763617, 0.7685635375013246, 0.12289200822914315, 0.23785987069814385, 0.6021734185505885, 0.949365725955335, 0
0.7313946981699536, 0.9719256308279144, 0.9231012944662315, 0.49382421754470884, 0.7804575700399731, 0.9891029930934998, 0.952047043039681, 0.23310895461682324, 0.10539592922142471, 0.15960734621866657, 0
0.552437236327447, 0.5481480939815482, 0.9169371945964007, 0.09728660924805943, 0.314297746865825, 0.124548000647555, 0.901580774685812, 0.49700106249038745, 0.7547138535275932, 0.526804992801651, 1
0.5432628606791227, 0.7543471690573665, 0.9345632071203835, 0.2643470196579937, 0.4379026415653503, 0.23959928234241035, 0.471498700523467, 0.082842440307769, 0.8311702668983033, 0.2015498538855408, 0
0.3512291010776617, 0.9773238816358817, 0.5764883637813638, 0.17410551991991574, 0.5303894693733286, 0.06260570789151976, 0.7131847372753668, 0.5062921746291811, 0.6470645829778525, 0.041766114215143646, 0
0.4464538436229567, 0.9997201154434076, 0.9304450601736547, 0.37487480005886875, 0.4988423070015552, 0.9361611732604398, 0.6389505337688414, 0.23684310853441848, 0.26964228454671, 0.9269375364759812, 0
