x_train,y_train
0.01,1
0.013465787101635256,51
0.01438773637665787,101
0.01547386656358658,151
0.017780656784000003,201
0.023302635184826972,251
0.023378686389798564,301
0.02346583756984638,351
0.02347673786863447,401
0.02348584677202634,451
0.023572736702635166,501
0.023579858076698303,551
0.02366965826352727,601
0.02367978078463528,651
0.023777698271737868,701
0.02386584830263368,751
0.02390263738363708,801
0.023982696584026356,851
0.024069768469826353,901
0.024085838302634277,951
0.024176768982736574,1001
0.02420263738363708,1051
0.024279836963486984,1101
0.02437378710783634,1151
0.024469787889636562,1201
0.02450263738363708,1251
0.02456902633669677,1301
0.024579786989634173,1351
0.02460263738363708,1401
0.024679657263517268,1451
0.024778696345737674,1501
0.024869656769636667,1551
0.0248798472797669,1601
0.025065666673840265,1651
0.02507368716982737,1701
0.025165786865766364,1751
0.02517378798076738,1801
0.025180856802630852,1851
0.025185786373786347,1901
0.025265671380766574,1951
0.02527269633679798,2001
0.025272696351658467,2051
0.0252728273866902,2101
0.02528582787380026,2151
0.025465837376696353,2201
0.025569837669896577,2251
0.025579827668637378,2301
0.026663876983846983,2351
0.027069776576696375,2401
0.027773766983847977,2451
0.028472696377696876,2501
0.0416141821,2551
0.041716166366737674,2601
0.041816630868738366,2651
0.04211663667376768,2701
0.04474436485536,2751
0.04808269656863776,2801
0.05395037375241465,2851
0.05535137503647454,2901
0.06485047533599998,2951
0.067184,3001
0.07181683,3051
0.072221,3101
0.07241683,3151
0.073307,3201
0.07336582746983,3251
0.07336668856907762,3301
0.07337273828900001,3351
0.07337474697200001,3401
0.07337665856868739,3451
0.07337676791263073,3501
0.07337865634565856,3551
0.07338265077382,3601
0.07338373826984637,3651
0.07338978658465001,3701
0.07347673786863529,3751
0.07357987667989077,3801
0.07377600000000001,3851
0.07387971727982781,3901
0.07407985828314141,3951
0.07418265816307658,4001
0.07446984637384635,4051
0.07456590737871634,4101
0.074668857465,4151
0.07477273076563769,4201
0.07486584658072898,4251
0.07516333877085768,4301
0.07518465787579867,4351
0.07527376633669658,4401
0.07527383638769768,4451
0.07537765826340657,4501
0.07539065898200002,4551
0.07630868738365776,4601
0.07658784256800001,4651
0.07746577136866896,4701
0.07797269767900002,4751
0.07837976736863136,4801
0.07846355658363696,4851
0.08,4901
0.08110913456978847,4951
0.0811091369807368,5001
0.08130913170851091,5051
0.08130913514338171,5101
0.08130983835046329,5151
0.08171616161721096,5201
0.08171616222416096,5251
0.0817161721220963,5301
